,Movies,Year,Certificate,IMDB,Metascore,Votes,Gross,Runtime,Genre
2968,Sound of My Voice,(2011),R,6.6,67        ,20781,"405,614",85 min,"
Drama, Mystery, Sci-Fi            "
2969,Setup,(I) (2011),R,4.4,No Metascore found,20505,,85 min,"
Action, Crime, Drama            "
2970,Butter,(2011),R,6.2,40        ,20367,"70,931",90 min,"
Comedy, Drama            "
2971,Le Havre,(2011),Not Rated,7.2,82        ,20358,"611,709",93 min,"
Comedy, Drama            "
2972,"Oslo, August 31st",(2011),Not Rated,7.6,84        ,20216,"100,713",95 min,"
Drama            "
2973,Intruders,(I) (2011),R,5.4,45        ,20095,"69,136",100 min,"
Action, Adventure, Fantasy            "
2974,Pyaar Ka Punchnama,(2011),Not Rated,7.7,No Metascore found,19942,,149 min,"
Comedy, Drama, Romance            "
2975,The Tunnel,(I) (2011),Not Rated,5.9,No Metascore found,19584,,94 min,"
Horror, Mystery, Thriller            "
2976,I Don't Know How She Does It,(2011),PG-13,4.9,38        ,19482,"9,659,074",89 min,"
Comedy, Romance            "
2977,A Monster in Paris,(2011),PG,6.7,No Metascore found,19454,,90 min,"
Animation, Adventure, Comedy            "
2978,Courageous,(2011),PG-13,7.0,42        ,19234,"34,522,221",129 min,"
Drama, Fantasy            "
2979,Monsieur Lazhar,(2011),PG-13,7.5,82        ,19188,"2,009,517",95 min,"
Comedy, Drama            "
2980,Hick,(2011),R,5.6,28        ,18923,,99 min,"
Comedy, Drama            "
2981,Texas Killing Fields,(2011),R,5.7,49        ,18878,"45,282",105 min,"
Crime, Drama, History            "
2982,The Ledge,(2011),R,6.5,34        ,18723,"5,176",101 min,"
Drama, Romance, Thriller            "
2983,Shaolin,(2011),R,6.9,53        ,18618,"64,327",131 min,"
Action, Drama            "
2984,Quarantine 2: Terminal,(2011),R,5.2,No Metascore found,18572,,86 min,"
Horror, Thriller            "
2985,Tomboy,(2011),Not Rated,7.4,74        ,18501,"129,834",82 min,"
Drama            "
2986,Faces in the Crowd,(2011),R,5.7,No Metascore found,18465,,103 min,"
Crime, Drama, Mystery            "
2987,Special Forces,(2011),R,6.4,37        ,17875,"10,759",109 min,"
Action, Drama, War            "
2988,Love Likes Coincidences,(2011),Can not catch,7.3,No Metascore found,17577,,118 min,"
Drama, Romance            "
2989,Restless,(I) (2011),PG-13,6.8,47        ,17369,"163,141",91 min,"
Drama, Romance            "
2990,Chinese Take-Out,(2011),Not Rated,7.3,No Metascore found,17291,,93 min,"
Comedy, Drama            "
2991,The Snowtown Murders,(2011),Not Rated,6.6,66        ,17180,"8,012",119 min,"
Biography, Crime, Drama            "
2992,Absentia,(I) (2011),R,5.8,No Metascore found,17084,,87 min,"
Drama, Horror, Mystery            "
2993,Red Dog,(2011),PG,7.4,No Metascore found,16805,,92 min,"
Biography, Comedy, Drama            "
2994,Catch .44,(2011),R,4.6,No Metascore found,16667,"1,887",94 min,"
Action, Crime, Thriller            "
2995,Assassination Games,(2011),R,6.1,No Metascore found,16613,,101 min,"
Action, Crime, Drama            "
2996,The Son of No One,(2011),R,5.1,36        ,16464,"28,870",90 min,"
Action, Crime, Drama            "
2997,Margaret,(I) (2011),R,6.5,61        ,16031,"46,495",150 min,"
Drama            "
2998,The Turin Horse,(2011),Not Rated,7.8,80        ,15951,"53,690",155 min,"
Drama            "
2999,360,(2011),R,6.2,43        ,15940,"99,603",110 min,"
Drama, Thriller            "
3000,The Dark Knight Rises,(2012),PG-13,8.4,78        ,1516635,"448,139,099",164 min,"
Action, Adventure            "
3001,Django Unchained,(2012),R,8.4,81        ,1358030,"162,805,434",165 min,"
Drama, Western            "
3002,The Avengers,(2012),PG-13,8.0,69        ,1261003,"623,279,547",143 min,"
Action, Adventure, Sci-Fi            "
3003,The Hunger Games,(2012),PG-13,7.2,68        ,844676,"408,010,692",142 min,"
Action, Adventure, Sci-Fi            "
3004,The Hobbit: An Unexpected Journey,(2012),PG-13,7.8,58        ,757474,"303,003,568",169 min,"
Adventure, Fantasy            "
3005,Silver Linings Playbook,(2012),R,7.7,81        ,661954,"132,092,958",122 min,"
Comedy, Drama, Romance            "
3006,Skyfall,(2012),PG-13,7.7,81        ,630680,"304,360,277",143 min,"
Action, Adventure, Thriller            "
3007,Life of Pi,(2012),PG,7.9,79        ,580779,"124,987,023",127 min,"
Adventure, Drama, Fantasy            "
3008,Argo,(2012),R,7.7,86        ,572645,"136,025,503",120 min,"
Biography, Drama, Thriller            "
3009,Ted,(2012),R,6.9,62        ,569997,"218,815,487",106 min,"
Comedy            "
3010,Prometheus,(I) (2012),R,7.0,64        ,568507,"126,477,084",124 min,"
Adventure, Mystery, Sci-Fi            "
3011,The Amazing Spider-Man,(2012),PG-13,6.9,66        ,558948,"262,030,663",136 min,"
Action, Adventure, Sci-Fi            "
3012,Looper,(2012),R,7.4,84        ,534721,"66,486,205",113 min,"
Action, Drama, Sci-Fi            "
3013,21 Jump Street,(2012),R,7.2,69        ,510732,"138,447,667",109 min,"
Action, Comedy, Crime            "
3014,The Perks of Being a Wallflower,(2012),PG-13,8.0,67        ,462323,"17,738,570",103 min,"
Drama, Romance            "
3015,Wreck-It Ralph,(2012),PG,7.7,72        ,380268,"189,422,889",101 min,"
Animation, Adventure, Comedy            "
3016,Brave,(2012),PG,7.1,69        ,373331,"237,283,207",93 min,"
Animation, Adventure, Comedy            "
3017,Cloud Atlas,(2012),R,7.4,55        ,344818,"27,108,272",172 min,"
Action, Drama, Mystery            "
3018,Men in Black 3,(2012),PG-13,6.8,58        ,335429,"179,020,854",106 min,"
Action, Adventure, Comedy            "
3019,Flight,(I) (2012),R,7.3,76        ,326066,"93,772,375",138 min,"
Drama, Thriller            "
3020,Moonrise Kingdom,(2012),PG-13,7.8,84        ,318846,"45,512,466",94 min,"
Comedy, Drama, Romance            "
3021,Jack Reacher,(2012),PG-13,7.0,50        ,309050,"80,070,736",130 min,"
Action, Thriller            "
3022,Les Misérables,(2012),PG-13,7.6,63        ,308918,"148,809,770",158 min,"
Drama, History, Musical            "
3023,The Expendables 2,(2012),R,6.6,51        ,292056,"85,017,401",103 min,"
Action, Adventure, Thriller            "
3024,Taken 2,(2012),PG-13,6.3,45        ,289502,"139,854,287",92 min,"
Action, Thriller            "
3025,The Bourne Legacy,(2012),PG-13,6.6,61        ,285231,"113,203,870",135 min,"
Action, Adventure, Thriller            "
3026,The Hunt,(2012),R,8.3,77        ,281742,"687,185",115 min,"
Drama            "
3027,The Dictator,(2012),R,6.4,58        ,278511,"59,650,222",83 min,"
Comedy            "
3028,Pitch Perfect,(2012),PG-13,7.1,66        ,276856,"65,001,093",112 min,"
Comedy, Music, Romance            "
3029,Snow White and the Huntsman,(2012),PG-13,6.1,57        ,273608,"155,332,381",127 min,"
Action, Adventure, Drama            "
3030,Zero Dark Thirty,(2012),R,7.4,95        ,271990,"95,720,716",157 min,"
Drama, History, Thriller            "
3031,John Carter,(2012),PG-13,6.6,51        ,254923,"73,078,100",132 min,"
Action, Adventure, Sci-Fi            "
3032,Dredd,(2012),R,7.1,60        ,252132,"13,414,714",95 min,"
Action, Crime, Sci-Fi            "
3033,Dark Shadows,(2012),PG-13,6.2,55        ,247611,"79,727,149",113 min,"
Comedy, Fantasy, Horror            "
3034,The Place Beyond the Pines,(2012),R,7.3,68        ,246690,"21,383,298",140 min,"
Crime, Drama, Thriller            "
3035,Lincoln,(2012),PG-13,7.3,86        ,244720,"182,207,973",150 min,"
Biography, Drama, History            "
3036,Seven Psychopaths,(2012),R,7.2,66        ,241251,"15,024,049",110 min,"
Comedy, Crime            "
3037,Total Recall,(I) (2012),PG-13,6.3,43        ,240359,"58,877,969",118 min,"
Action, Adventure, Sci-Fi            "
3038,Chronicle,(2012),PG-13,7.0,69        ,239687,"64,575,175",84 min,"
Drama, Sci-Fi, Thriller            "
3039,Battleship,(2012),PG-13,5.8,41        ,236524,"65,422,625",131 min,"
Action, Adventure, Sci-Fi            "
3040,The Twilight Saga: Breaking Dawn - Part 2,(2012),PG-13,5.5,52        ,231603,"292,298,923",115 min,"
Adventure, Drama, Fantasy            "
3041,Lawless,(2012),R,7.3,58        ,228185,"37,400,127",116 min,"
Crime, Drama            "
3042,End of Watch,(2012),R,7.6,68        ,228161,"41,003,371",109 min,"
Action, Crime, Drama            "
3043,Hotel Transylvania,(2012),PG,7.1,47        ,224620,"148,313,048",91 min,"
Animation, Comedy, Family            "
3044,Sinister,(I) (2012),R,6.8,53        ,221958,"48,086,903",110 min,"
Horror, Mystery, Thriller            "
3045,Safe House,(2012),R,6.7,52        ,206129,"126,373,434",115 min,"
Action, Thriller            "
3046,American Reunion,(2012),R,6.7,49        ,203092,"57,011,521",113 min,"
Comedy            "
3047,The Impossible,(2012),PG-13,7.6,73        ,200921,"19,019,882",114 min,"
Drama, History, Thriller            "
3048,Ice Age: Continental Drift,(2012),PG,6.5,49        ,192020,"161,321,843",88 min,"
Animation, Adventure, Comedy            "
3049,Project X,(2012),R,6.6,48        ,188797,"54,731,865",88 min,"
Comedy            "
3050,The Vow,(2012),PG-13,6.8,43        ,184015,"125,014,030",104 min,"
Drama, Romance            "
3051,Wrath of the Titans,(2012),PG-13,5.7,37        ,181486,"83,670,083",99 min,"
Action, Adventure, Fantasy            "
3052,This Means War,(2012),PG-13,6.3,31        ,176026,"54,760,791",103 min,"
Action, Comedy, Romance            "
3053,The Woman in Black,(2012),PG-13,6.4,62        ,174253,"54,333,290",95 min,"
Drama, Fantasy, Horror            "
3054,Mud,(2012),PG-13,7.4,76        ,168439,"21,590,086",130 min,"
Drama            "
3055,Madagascar 3: Europe's Most Wanted,(2012),PG,6.8,60        ,163544,"216,391,482",93 min,"
Animation, Adventure, Comedy            "
3056,Rise of the Guardians,(2012),PG,7.3,58        ,157279,"103,412,758",97 min,"
Animation, Action, Adventure            "
3057,The Master,(2012),R,7.2,86        ,155471,"16,377,274",138 min,"
Drama            "
3058,Abraham Lincoln: Vampire Hunter,(2012),R,5.9,42        ,148895,"37,519,139",105 min,"
Action, Fantasy, Horror            "
3059,Underworld: Awakening,(2012),R,6.4,39        ,145956,"62,321,039",88 min,"
Action, Fantasy, Horror            "
3060,Man on a Ledge,(2012),PG-13,6.6,40        ,144831,"18,620,000",102 min,"
Action, Crime, Thriller            "
3061,Spring Breakers,(2012),R,5.3,63        ,135832,"14,123,773",94 min,"
Crime, Drama            "
3062,Killing Them Softly,(2012),R,6.2,64        ,133828,"15,026,056",97 min,"
Crime, Drama, Thriller            "
3063,Resident Evil: Retribution,(2012),R,5.4,39        ,132928,"42,345,531",95 min,"
Action, Horror, Sci-Fi            "
3064,Magic Mike,(2012),R,6.1,72        ,131422,"113,721,571",110 min,"
Comedy, Drama            "
3065,This Is 40,(2012),R,6.2,59        ,127767,"67,544,505",134 min,"
Comedy, Romance            "
3066,The Campaign,(2012),R,6.1,50        ,124535,"86,907,746",85 min,"
Comedy            "
3067,Savages,(2012),R,6.5,59        ,122685,"47,382,068",131 min,"
Crime, Thriller            "
3068,The Watch,(I) (2012),R,5.7,36        ,121155,"35,353,000",102 min,"
Comedy, Sci-Fi            "
3069,Safety Not Guaranteed,(2012),R,7.0,72        ,120008,"4,010,957",86 min,"
Comedy, Drama, Romance            "
3070,Contraband,(2012),R,6.5,51        ,116969,"66,528,000",109 min,"
Action, Crime, Drama            "
3071,Premium Rush,(2012),PG-13,6.5,66        ,110078,"20,275,446",91 min,"
Action, Crime, Thriller            "
3072,Seeking a Friend for the End of the World,(2012),R,6.7,59        ,107579,"6,619,173",101 min,"
Adventure, Comedy, Drama            "
3073,Safe,(I) (2012),R,6.5,55        ,103438,"17,142,080",94 min,"
Action, Crime, Thriller            "
3074,Get the Gringo,(2012),R,7.0,60        ,103367,,96 min,"
Action, Crime, Drama            "
3075,The Lucky One,(2012),PG-13,6.5,39        ,101516,"60,457,138",101 min,"
Drama, Mystery, Romance            "
3076,The Lorax,(2012),PG,6.4,46        ,98839,"214,030,500",86 min,"
Animation, Adventure, Comedy            "
3077,Frankenweenie,(2012),PG,6.9,74        ,98450,"35,291,068",87 min,"
Animation, Comedy, Family            "
3078,Ruby Sparks,(2012),R,7.2,67        ,95688,"2,540,106",104 min,"
Comedy, Drama, Fantasy            "
3079,Lockout,(2012),PG-13,6.1,48        ,94633,"14,326,864",95 min,"
Action, Sci-Fi, Thriller            "
3080,ParaNorman,(2012),PG,7.0,72        ,94566,"56,003,051",92 min,"
Animation, Adventure, Comedy            "
3081,The Five-Year Engagement,(2012),R,6.2,62        ,94117,"28,835,528",124 min,"
Comedy, Romance            "
3082,Journey 2: The Mysterious Island,(2012),PG,5.8,41        ,93525,"103,860,290",94 min,"
Action, Adventure, Family            "
3083,Amour,(2012),PG-13,7.9,94        ,93111,"6,739,492",127 min,"
Drama, Romance            "
3084,Anna Karenina,(I) (2012),R,6.6,63        ,91945,"12,816,367",129 min,"
Drama, Romance            "
3085,That's My Boy,(2012),R,5.5,31        ,91494,"36,931,089",116 min,"
Comedy            "
3086,Iron Sky,(2012),R,5.9,No Metascore found,91157,,93 min,"
Action, Adventure, Comedy            "
3087,Here Comes the Boom,(2012),PG,6.4,40        ,86063,"45,290,318",105 min,"
Action, Comedy, Sport            "
3088,To Rome With Love,(2012),R,6.3,54        ,84446,"16,685,867",112 min,"
Comedy, Music, Romance            "
3089,Mirror Mirror,(I) (2012),PG,5.6,46        ,84234,"64,935,167",106 min,"
Adventure, Comedy, Drama            "
3090,Stuck in Love.,(2012),R,7.2,49        ,83828,"78,950",97 min,"
Comedy, Drama, Romance            "
3091,Gangs of Wasseypur,(2012),R,8.2,89        ,82384,,321 min,"
Action, Comedy, Crime            "
3092,The Raven,(I) (2012),R,6.4,44        ,82338,"16,008,272",110 min,"
Crime, Mystery, Thriller            "
3093,Beasts of the Southern Wild,(2012),PG-13,7.3,86        ,80701,"12,795,746",93 min,"
Adventure, Drama, Fantasy            "
3094,Barfi!,(2012),Not Rated,8.1,No Metascore found,75735,"2,804,874",151 min,"
Comedy, Drama, Romance            "
3095,Frances Ha,(2012),R,7.5,82        ,74668,"4,063,238",86 min,"
Comedy, Drama, Romance            "
3096,The Words,(2012),PG-13,7.0,37        ,74644,"11,494,838",102 min,"
Drama, Mystery, Romance            "
3097,Rock of Ages,(2012),PG-13,5.9,47        ,73883,"38,518,613",123 min,"
Comedy, Drama, Musical            "
3098,Red Dawn,(2012),PG-13,5.4,31        ,73353,"44,806,783",93 min,"
Action, Drama            "
3099,Disconnect,(I) (2012),R,7.5,64        ,72983,"7,435,950",115 min,"
Drama, Thriller            "
3100,House at the End of the Street,(2012),PG-13,5.6,31        ,72761,"31,611,916",101 min,"
Drama, Horror, Thriller            "
3101,Wanderlust,(2012),R,5.6,53        ,72203,"17,225,675",98 min,"
Comedy, Romance            "
3102,Hitchcock,(2012),PG-13,6.8,55        ,71859,"6,008,677",98 min,"
Biography, Drama, Romance            "
3103,The Iceman,(2012),R,6.8,60        ,70486,"1,939,441",106 min,"
Biography, Crime, Drama            "
3104,What to Expect When You're Expecting,(2012),PG-13,5.7,41        ,69915,"41,152,203",110 min,"
Comedy, Drama, Romance            "
3105,Upside Down,(I) (2012),PG-13,6.4,45        ,69363,"102,118",109 min,"
Drama, Fantasy, Romance            "
3106,The First Time,(I) (2012),PG-13,6.8,55        ,66500,"17,061",95 min,"
Comedy, Drama, Romance            "
3107,Act of Valor,(2012),R,6.5,40        ,66457,"70,012,847",110 min,"
Action, Adventure, Thriller            "
3108,Chernobyl Diaries,(2012),R,5.0,No Metascore found,63894,"18,119,640",86 min,"
Horror, Mystery, Thriller            "
3109,Rust and Bone,(2012),R,7.5,73        ,63883,"2,061,449",120 min,"
Drama, Romance            "
3110,Paranormal Activity 4,(2012),R,4.6,40        ,62295,"53,921,300",88 min,"
Horror, Mystery            "
3111,Robot & Frank,(2012),PG-13,7.1,67        ,61887,"3,325,638",89 min,"
Comedy, Crime, Drama            "
3112,The Man with the Iron Fists,(2012),R,5.4,51        ,60485,"15,634,090",95 min,"
Action            "
3113,Silent Hill: Revelation,(2012),R,5.0,16        ,60371,"17,529,157",95 min,"
Fantasy, Horror            "
3114,Trouble with the Curve,(2012),PG-13,6.8,58        ,60211,"35,763,137",111 min,"
Drama, Sport            "
3115,Red Lights,(2012),R,6.2,36        ,58611,"52,624",114 min,"
Action, Adventure, Drama            "
3116,Kahaani,(2012),Not Rated,8.1,No Metascore found,57809,"1,035,953",122 min,"
Mystery, Thriller            "
3117,The Body,(2012),Can not catch,7.6,No Metascore found,57572,,112 min,"
Mystery, Thriller            "
3118,V/H/S,(2012),R,5.8,55        ,57041,"99,770",116 min,"
Horror, Thriller            "
3119,The Possession,(I) (2012),PG-13,5.9,45        ,57025,"49,130,154",92 min,"
Horror, Mystery, Thriller            "
3120,Conquest 1453,(2012),Not Rated,6.7,No Metascore found,56645,"73,882",162 min,"
Action, Drama, History            "
3121,LOL,(2012),PG-13,4.4,No Metascore found,53876,"46,500",97 min,"
Comedy, Drama, Romance            "
3122,Step Up Revolution,(2012),PG-13,6.4,43        ,53759,"35,074,677",99 min,"
Drama, Music, Romance            "
3123,Stand Up Guys,(2012),R,6.5,41        ,53241,"3,301,046",95 min,"
Comedy, Crime, Thriller            "
3124,OMG: Oh My God!,(2012),Not Rated,8.1,No Metascore found,51747,"923,221",125 min,"
Comedy, Drama, Fantasy            "
3125,Jab Tak Hai Jaan,(2012),Not Rated,6.7,No Metascore found,51250,"3,047,539",176 min,"
Drama, Romance            "
3126,Arbitrage,(2012),R,6.6,73        ,49991,"7,918,283",107 min,"
Drama, Thriller            "
3127,Bullet to the Head,(2012),R,5.7,48        ,47496,"9,483,821",92 min,"
Action, Crime, Thriller            "
3128,Kon-Tiki,(2012),PG-13,7.2,62        ,45958,"1,517,410",118 min,"
Adventure, Biography, Drama            "
